Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,Time of Connect,CarInsurance
1014,56,manullgement,married,tertiary,0,2333,0,0,cellular,4,may,1,-1,0,,1.39.42 AM,1.43.46,0.04.04,1
1015,38,technician,single,tertiary,0,508,1,1,cellular,12,aug,2,-1,0,,9.27.55 AM,9.46.18,0.18.23,1
1016,29,entrepreneur,married,tertiary,0,3037,1,0,,27,may,3,-1,0,,9.18.18 AM,9.18.52,0.00.34,0
1017,44,blue-collar,married,secondary,0,2979,1,0,cellular,18,may,5,178,3,other,3.15.39 AM,3.15.57,0.00.18,0
1018,31,technician,married,tertiary,0,1197,1,0,,24,jun,3,-1,0,,5.29.38 AM,5.35.29,0.05.51,0
1019,38,blue-collar,married,primary,0,5839,1,0,,4,jun,2,-1,0,,5.50.45 AM,6.07.09,0.16.24,1
1020,36,blue-collar,married,,0,722,1,0,,20,may,2,-1,0,,12.32.20 PM,12.36.48,0.04.28,0
1021,40,blue-collar,married,secondary,0,72,1,0,,26,jun,3,-1,0,,2.20.15 AM,2.22.05,0.01.50,0
1022,34,entrepreneur,married,primary,0,7279,1,0,cellular,12,may,1,-1,0,,4.11.14 AM,4.25.56,0.14.42,1
1023,51,technician,married,secondary,0,313,0,1,cellular,8,jul,1,-1,0,,5.04.26 AM,5.10.44,0.06.18,0
1024,59,retired,married,secondary,0,25947,0,0,cellular,13,aug,2,-1,0,,9.07.55 AM,9.12.47,0.04.52,0
1025,23,student,single,secondary,0,431,0,0,cellular,15,feb,3,186,2,success,1.52.17 AM,1.55.38,0.03.21,1
1026,45,manullgement,married,tertiary,0,849,0,0,,13,may,1,-1,0,,12.12.33 PM,12.13.33,0.01.00,0
1027,62,retired,married,secondary,0,1495,0,0,cellular,13,oct,1,57,2,success,4.31.38 AM,4.46.34,0.14.56,1
1028,42,technician,married,tertiary,0,849,0,0,cellular,13,aug,2,-1,0,,5.36.15 AM,5.42.58,0.06.43,0
1029,34,blue-collar,single,,0,-90,1,0,cellular,18,may,1,370,1,failure,12.11.09 PM,12.11.29,0.00.20,0
1030,39,blue-collar,married,secondary,1,-931,1,0,,28,may,5,-1,0,,3.04.33 AM,3.06.05,0.01.32,0
1031,36,services,divorced,secondary,0,82,1,0,cellular,10,jul,1,-1,0,,12.02.35 PM,12.06.21,0.03.46,0
1032,57,housemaid,married,primary,0,2785,0,0,cellular,11,aug,4,-1,0,,10.52.03 AM,11.02.13,0.10.10,1
1033,58,admin.,divorced,secondary,0,1947,0,0,telephone,26,oct,1,-1,0,,2.58.04 AM,3.01.52,0.03.48,1
1034,45,blue-collar,married,primary,0,-485,1,0,cellular,7,aug,2,-1,0,,1.54.15 AM,1.56.17,0.02.02,0
1035,49,technician,divorced,tertiary,0,1807,1,0,cellular,12,mar,1,-1,0,,3.11.11 AM,3.15.00,0.03.49,1
1036,61,retired,married,secondary,0,938,0,0,cellular,15,jul,2,183,3,success,3.20.34 AM,3.27.06,0.06.32,1
1037,39,unemployed,married,secondary,0,2245,0,0,cellular,21,nov,2,-1,0,,5.03.33 AM,5.16.02,0.12.29,1
1038,36,self-employed,single,tertiary,0,1240,0,0,cellular,31,jul,3,-1,0,,3.49.38 AM,4.03.10,0.13.32,1
1039,34,manullgement,married,tertiary,0,611,0,0,cellular,2,jun,1,-1,0,,4.27.19 AM,4.33.09,0.05.50,1
1040,33,blue-collar,married,primary,0,35,0,0,cellular,15,may,3,-1,0,,10.25.45 AM,10.26.32,0.00.47,0
1041,67,retired,married,,0,2540,0,0,telephone,14,jun,5,116,4,other,11.04.09 AM,11.08.47,0.04.38,1
1042,29,unemployed,single,secondary,0,523,0,0,cellular,5,feb,1,-1,0,,9.55.47 AM,10.01.38,0.05.51,0
1043,31,technician,single,tertiary,0,882,0,0,cellular,4,sep,1,93,1,success,12.26.35 PM,12.31.28,0.04.53,1
1044,37,blue-collar,married,primary,0,655,1,0,cellular,5,feb,2,258,4,failure,2.23.53 AM,2.26.00,0.02.07,0
1045,36,services,married,primary,0,413,1,0,telephone,13,may,1,176,1,failure,12.46.47 PM,12.47.47,0.01.00,0
1046,73,retired,divorced,primary,0,2308,0,0,telephone,30,mar,2,-1,0,,1.50.49 AM,1.53.32,0.02.43,1
1047,44,services,married,secondary,0,1422,1,0,,20,may,8,-1,0,,3.40.22 AM,3.42.31,0.02.09,0
1048,41,blue-collar,married,,0,665,1,0,,19,may,3,-1,0,,9.28.16 AM,9.30.38,0.02.22,0
1049,27,manullgement,married,tertiary,0,802,0,0,cellular,22,sep,1,-1,0,,9.42.13 AM,9.51.42,0.09.29,1
1050,29,admin.,divorced,secondary,0,0,0,0,,9,may,1,-1,0,,12.06.38 PM,12.13.11,0.06.33,0
1051,37,admin.,married,secondary,0,1967,0,0,telephone,27,oct,1,-1,0,,4.33.21 AM,4.39.37,0.06.16,1
1052,34,manullgement,married,tertiary,0,519,0,0,cellular,11,aug,3,-1,0,,2.44.45 AM,2.45.42,0.00.57,0
1053,49,manullgement,single,tertiary,0,7443,0,0,telephone,19,jun,5,211,2,failure,1.38.18 AM,1.43.11,0.04.53,1
1054,32,technician,single,secondary,0,3297,0,0,cellular,11,aug,2,-1,0,,1.54.13 AM,1.55.52,0.01.39,0
1055,30,manullgement,single,tertiary,0,30,0,0,cellular,21,aug,5,-1,0,,1.57.22 AM,2.01.02,0.03.40,0
1056,48,blue-collar,married,secondary,0,794,0,0,cellular,11,aug,6,-1,0,,11.19.55 AM,11.22.10,0.02.15,0
1057,50,blue-collar,married,secondary,0,74,1,1,,27,may,1,-1,0,,3.57.53 AM,4.00.19,0.02.26,0
1058,25,student,single,secondary,0,203,0,0,cellular,4,may,1,-1,0,,2.53.22 AM,2.55.10,0.01.48,0
1059,32,housemaid,married,primary,0,163,0,0,cellular,13,aug,2,-1,0,,1.16.29 AM,1.18.41,0.02.12,0
1060,31,self-employed,single,tertiary,0,1815,0,0,telephone,30,apr,1,80,1,success,3.29.05 AM,3.30.52,0.01.47,0
1061,36,blue-collar,married,secondary,0,6290,1,0,,3,jun,20,-1,0,,11.10.13 AM,11.10.32,0.00.19,0
1062,25,blue-collar,single,secondary,0,2354,0,1,,27,may,1,-1,0,,1.54.49 AM,1.56.27,0.01.38,0
1063,34,blue-collar,married,primary,0,3527,1,0,cellular,21,nov,1,-1,0,,11.07.23 AM,11.24.25,0.17.02,1
1064,57,manullgement,divorced,tertiary,0,6468,1,0,cellular,31,mar,4,-1,0,,3.41.04 AM,3.52.28,0.11.24,0
1065,73,retired,divorced,tertiary,0,3203,0,0,cellular,20,apr,1,-1,0,,11.36.42 AM,11.39.10,0.02.28,1
1066,29,manullgement,single,tertiary,0,502,0,0,cellular,8,jul,1,87,5,failure,11.08.52 AM,11.25.00,0.16.08,1
1067,32,entrepreneur,married,tertiary,0,11591,1,0,cellular,18,nov,1,-1,0,,2.30.05 AM,2.30.48,0.00.43,0
1068,38,housemaid,married,secondary,0,-278,1,0,cellular,28,jul,2,-1,0,,1.31.39 AM,1.34.02,0.02.23,0
1069,52,retired,divorced,tertiary,0,-309,1,0,,19,jun,2,-1,0,,9.41.48 AM,9.50.08,0.08.20,1
1070,34,manullgement,single,tertiary,0,7263,1,0,telephone,6,apr,1,-1,0,,4.46.12 AM,4.47.38,0.01.26,0
1071,58,blue-collar,married,secondary,0,602,1,0,cellular,13,may,1,-1,0,,9.55.44 AM,9.59.05,0.03.21,0
1072,36,self-employed,married,tertiary,0,7343,0,0,cellular,17,nov,1,-1,0,,2.46.09 AM,2.47.27,0.01.18,0
1073,38,admin.,married,tertiary,0,1988,0,0,cellular,2,jun,1,67,4,success,4.17.24 AM,4.19.07,0.01.43,1
1074,32,admin.,married,tertiary,0,57,0,0,cellular,9,jul,2,-1,0,,12.11.29 PM,12.20.19,0.08.50,0
1075,37,unemployed,married,secondary,0,1978,0,0,cellular,9,sep,1,182,1,success,11.01.07 AM,11.07.51,0.06.44,1
1076,29,technician,single,secondary,0,-219,1,0,cellular,15,may,3,368,2,failure,12.43.00 PM,12.44.25,0.01.25,0
1077,37,manullgement,married,primary,0,1506,0,0,cellular,2,nov,3,80,3,success,12.00.08 PM,12.01.49,0.01.41,0
1078,59,manullgement,married,tertiary,0,3342,0,0,cellular,18,mar,2,188,6,other,12.40.55 PM,12.48.42,0.07.47,1
1079,32,manullgement,married,tertiary,0,210,0,0,cellular,14,jul,3,-1,0,,5.52.55 AM,5.54.56,0.02.01,0
1080,36,manullgement,married,tertiary,0,495,0,0,cellular,5,aug,3,97,2,success,4.37.07 AM,4.39.44,0.02.37,1
1081,29,services,married,secondary,0,182,1,0,telephone,13,may,3,-1,0,,12.04.54 PM,12.05.32,0.00.38,0
1082,44,manullgement,single,tertiary,0,1424,1,0,cellular,8,aug,2,-1,0,,9.40.55 AM,9.44.16,0.03.21,0
1083,33,entrepreneur,married,secondary,0,-122,0,0,cellular,24,jul,5,-1,0,,12.09.34 PM,12.11.37,0.02.03,0
1084,43,entrepreneur,married,secondary,0,104,1,0,cellular,18,jul,3,-1,0,,4.54.37 AM,5.05.12,0.10.35,1
1085,32,manullgement,married,tertiary,0,302,1,1,,23,feb,1,384,2,failure,3.19.11 AM,3.20.12,0.01.01,1
1086,42,manullgement,divorced,tertiary,0,5037,0,0,cellular,16,jul,6,84,14,success,4.43.39 AM,4.45.19,0.01.40,0
1087,27,unemployed,single,tertiary,0,37,1,0,,13,may,3,-1,0,,4.11.26 AM,4.14.09,0.02.43,0
1088,35,manullgement,single,tertiary,0,80,0,0,cellular,4,sep,2,94,1,other,12.25.58 PM,12.33.12,0.07.14,1
1089,54,manullgement,married,tertiary,0,154,0,0,,9,may,3,-1,0,,4.04.56 AM,4.07.31,0.02.35,0
1090,73,retired,married,tertiary,0,448,0,0,cellular,22,jun,1,90,1,success,3.33.19 AM,3.34.27,0.01.08,0
1091,34,technician,married,secondary,0,-259,1,0,,27,may,2,-1,0,,5.58.06 AM,6.00.10,0.02.04,0
1092,31,manullgement,single,tertiary,0,0,0,0,cellular,25,aug,5,-1,0,,12.19.04 PM,12.22.15,0.03.11,0
1093,25,technician,single,secondary,0,505,0,1,cellular,17,nov,2,-1,0,,5.49.23 AM,5.55.49,0.06.26,1
1094,43,blue-collar,married,primary,0,-476,1,0,,26,may,1,-1,0,,4.10.31 AM,4.10.47,0.00.16,0
1095,52,blue-collar,married,secondary,0,1405,0,1,cellular,17,jul,2,-1,0,,5.02.03 AM,5.14.36,0.12.33,1
1096,42,manullgement,single,secondary,0,50,0,0,,5,may,1,-1,0,,10.28.23 AM,10.29.11,0.00.48,0
1097,37,blue-collar,married,secondary,0,103,1,0,cellular,12,may,1,-1,0,,9.54.14 AM,9.56.47,0.02.33,0
1098,36,technician,married,secondary,0,1368,0,0,cellular,1,jun,1,292,5,failure,5.51.47 AM,6.00.23,0.08.36,1
1099,64,retired,married,secondary,0,2031,0,0,cellular,13,nov,5,-1,0,,12.29.26 PM,12.32.48,0.03.22,0
1101,41,manullgement,divorced,tertiary,0,846,0,1,cellular,23,jul,3,-1,0,,9.10.17 AM,9.13.43,0.03.26,0
1102,35,technician,single,secondary,0,1693,1,0,cellular,10,feb,1,-1,0,,9.34.18 AM,9.42.53,0.08.35,1
1103,29,technician,single,secondary,0,3466,0,0,cellular,21,apr,1,-1,0,,9.43.52 AM,9.48.26,0.04.34,1
1104,38,student,married,secondary,0,134,0,0,cellular,27,aug,8,-1,0,,11.48.43 AM,11.50.14,0.01.31,0
1105,41,blue-collar,married,secondary,0,167,0,0,,20,jun,1,-1,0,,2.21.31 AM,2.22.19,0.00.48,0
1106,22,student,single,secondary,0,2488,0,0,cellular,8,nov,2,38,10,other,9.44.13 AM,9.51.42,0.07.29,1
1107,58,unemployed,married,secondary,0,1625,0,0,cellular,5,feb,2,-1,0,,3.06.40 AM,3.11.26,0.04.46,1
1108,50,blue-collar,married,primary,0,12519,1,0,cellular,21,nov,3,34,1,failure,5.02.43 AM,5.12.58,0.10.15,1
1109,34,blue-collar,single,secondary,0,-96,1,0,,27,may,2,-1,0,,10.18.26 AM,10.20.59,0.02.33,0
1110,41,services,married,primary,0,510,0,0,,9,jun,2,-1,0,,9.01.26 AM,9.06.42,0.05.16,0
1111,47,admin.,married,secondary,0,726,0,0,,17,jun,3,-1,0,,12.05.07 PM,12.06.07,0.01.00,0
1112,54,technician,married,secondary,0,473,0,1,cellular,13,aug,1,-1,0,,11.39.53 AM,11.41.45,0.01.52,0
1113,35,technician,married,secondary,0,150,0,0,cellular,18,aug,5,-1,0,,5.27.26 AM,5.31.28,0.04.02,0
1114,40,housemaid,married,tertiary,0,0,0,0,,6,oct,1,-1,0,,11.17.45 AM,11.17.51,0.00.06,0
1115,28,self-employed,single,secondary,0,5679,1,0,cellular,9,feb,4,-1,0,,1.34.14 AM,1.45.55,0.11.41,1
1116,52,manullgement,married,tertiary,0,1065,1,1,,30,may,1,-1,0,,10.15.44 AM,10.18.23,0.02.39,0
1117,48,blue-collar,married,secondary,0,1730,1,0,cellular,4,may,1,89,3,success,4.58.19 AM,5.04.20,0.06.01,1
1118,55,housemaid,divorced,primary,0,77,0,0,cellular,31,jul,6,-1,0,,3.21.56 AM,3.29.39,0.07.43,1
1119,32,blue-collar,married,secondary,0,169,1,0,cellular,14,may,2,-1,0,,3.13.36 AM,3.18.27,0.04.51,0
1120,40,blue-collar,married,primary,0,-108,1,0,,19,jun,3,-1,0,,2.35.35 AM,2.38.04,0.02.29,0
1121,35,blue-collar,married,secondary,0,503,1,1,,9,may,2,-1,0,,12.23.45 PM,12.24.42,0.00.57,0
1122,29,self-employed,single,tertiary,0,415,0,0,cellular,29,jan,1,-1,0,,10.41.19 AM,10.43.21,0.02.02,0
1123,30,manullgement,divorced,tertiary,0,415,1,1,cellular,6,may,1,343,4,failure,10.57.44 AM,11.14.08,0.16.24,1
1124,36,self-employed,single,secondary,0,74,1,1,cellular,12,may,2,-1,0,,9.49.13 AM,9.52.31,0.03.18,0
1125,34,blue-collar,married,primary,0,-106,1,0,,27,may,1,-1,0,,3.10.03 AM,3.14.00,0.03.57,0
1126,60,unemployed,married,primary,0,0,0,0,cellular,22,jul,1,412,1,other,11.48.14 AM,12.08.07,0.19.53,1
1127,50,blue-collar,divorced,primary,0,149,1,0,,7,may,1,-1,0,,11.21.43 AM,11.22.57,0.01.14,0
1128,25,student,single,secondary,0,1747,1,0,cellular,24,jul,1,-1,0,,12.21.05 PM,12.36.08,0.15.03,1
1129,27,blue-collar,married,secondary,0,484,1,0,cellular,15,may,1,361,2,failure,1.12.18 AM,1.15.48,0.03.30,0
1130,43,unemployed,divorced,secondary,0,4478,1,0,,13,may,1,-1,0,,5.48.32 AM,5.50.45,0.02.13,0
1131,55,,married,tertiary,0,0,0,0,,5,jun,1,-1,0,,2.36.38 AM,2.37.16,0.00.38,0
1132,37,services,married,secondary,0,345,1,1,cellular,16,apr,1,148,1,failure,2.08.39 AM,2.10.33,0.01.54,0
1133,58,blue-collar,married,primary,0,76,1,0,,5,may,2,-1,0,,1.15.12 AM,1.17.48,0.02.36,0
1134,34,technician,single,tertiary,0,2733,0,0,cellular,14,jul,1,-1,0,,4.02.24 AM,4.12.28,0.10.04,1
1135,32,admin.,single,secondary,0,1649,0,0,cellular,27,may,2,-1,0,,10.31.13 AM,10.34.37,0.03.24,0
1136,29,admin.,single,secondary,0,464,0,0,cellular,9,nov,2,91,3,success,2.56.40 AM,3.00.08,0.03.28,1
1137,70,retired,divorced,secondary,0,6850,0,0,telephone,3,sep,1,182,4,failure,10.15.02 AM,10.18.50,0.03.48,0
1138,42,admin.,married,secondary,0,16517,0,0,cellular,15,mar,5,203,4,failure,11.33.22 AM,11.42.31,0.09.09,0
1139,33,manullgement,single,tertiary,0,4176,0,0,cellular,26,mar,3,-1,0,,2.36.25 AM,2.41.13,0.04.48,1
1140,45,entrepreneur,married,tertiary,0,3689,1,0,cellular,7,may,1,169,5,failure,1.42.19 AM,1.48.56,0.06.37,0
1141,39,manullgement,divorced,tertiary,0,-999,1,0,,27,may,1,-1,0,,3.38.47 AM,3.44.00,0.05.13,0
1142,51,blue-collar,married,primary,0,541,0,0,cellular,11,aug,3,-1,0,,9.17.30 AM,9.28.33,0.11.03,1
1143,22,student,single,secondary,0,120,0,0,cellular,7,dec,5,-1,0,,2.35.48 AM,2.39.53,0.04.05,0
1144,38,services,married,primary,0,175,0,0,,17,jun,2,-1,0,,12.45.32 PM,12.47.44,0.02.12,0
1145,51,blue-collar,married,secondary,0,7180,1,0,,14,may,1,-1,0,,3.15.29 AM,3.30.56,0.15.27,1
1146,30,entrepreneur,single,secondary,0,732,0,0,cellular,3,feb,4,-1,0,,4.27.16 AM,4.50.40,0.23.24,1
1147,38,admin.,divorced,secondary,0,19,1,0,,30,may,2,-1,0,,10.12.28 AM,10.22.32,0.10.04,1
1148,50,,married,,0,558,0,0,cellular,9,jul,1,683,6,failure,9.01.52 AM,9.09.36,0.07.44,1
1149,42,services,married,secondary,0,1376,1,0,cellular,2,jun,2,92,4,success,12.31.20 PM,12.35.51,0.04.31,1
1150,24,student,single,secondary,0,822,0,0,cellular,27,oct,1,91,2,failure,12.00.15 PM,12.03.19,0.03.04,1
1151,34,entrepreneur,single,secondary,1,-200,0,1,cellular,25,jul,5,-1,0,,3.57.52 AM,4.02.00,0.04.08,0
1152,55,technician,divorced,secondary,0,35,1,0,cellular,20,aug,4,-1,0,,11.53.51 AM,11.55.57,0.02.06,0
1153,39,blue-collar,married,primary,0,568,1,0,,21,may,3,-1,0,,5.17.14 AM,5.20.07,0.02.53,0
1154,51,admin.,married,secondary,0,684,1,0,cellular,20,nov,1,-1,0,,1.38.44 AM,1.39.52,0.01.08,0
1155,23,services,single,secondary,0,91,1,0,,16,may,2,-1,0,,10.36.02 AM,10.42.16,0.06.14,0
1156,31,technician,married,secondary,0,367,0,0,cellular,28,aug,17,-1,0,,10.32.20 AM,10.33.39,0.01.19,0
1157,36,technician,divorced,secondary,0,69,1,0,cellular,12,may,2,369,3,failure,9.26.11 AM,9.27.12,0.01.01,0
1158,37,manullgement,married,tertiary,0,9269,1,1,cellular,17,apr,1,149,2,failure,10.22.14 AM,10.23.25,0.01.11,0
1159,30,manullgement,single,tertiary,0,5359,0,0,cellular,26,feb,1,191,3,success,1.54.34 AM,2.01.41,0.07.07,1
1160,38,admin.,married,secondary,0,1767,1,0,cellular,9,jul,4,239,7,success,4.59.58 AM,5.08.01,0.08.03,1
1161,32,entrepreneur,single,tertiary,0,-34,1,0,cellular,11,mar,1,-1,0,,2.46.25 AM,2.48.06,0.01.41,1
1162,32,manullgement,single,tertiary,0,41,0,0,cellular,21,aug,5,-1,0,,5.03.43 AM,5.15.09,0.11.26,1
1163,53,blue-collar,married,primary,0,1138,1,0,cellular,6,aug,2,-1,0,,4.20.34 AM,4.26.49,0.06.15,0
1164,32,blue-collar,married,secondary,0,897,1,0,cellular,7,apr,3,322,2,failure,5.34.14 AM,5.39.07,0.04.53,0
1165,27,services,married,secondary,0,511,1,0,,30,jun,5,-1,0,,5.20.42 AM,5.22.07,0.01.25,0
1166,34,manullgement,married,tertiary,0,589,0,0,cellular,1,sep,1,44,3,other,9.03.02 AM,9.08.02,0.05.00,1
1167,27,blue-collar,single,primary,0,497,1,0,cellular,20,apr,2,272,1,other,1.18.01 AM,1.22.16,0.04.15,0
1168,27,student,single,tertiary,0,118,0,0,cellular,25,may,1,-1,0,,5.09.14 AM,5.11.06,0.01.52,0
1169,24,technician,single,secondary,0,-73,1,0,cellular,18,may,2,-1,0,,9.48.25 AM,9.48.32,0.00.07,0
1170,56,technician,married,secondary,0,1093,0,0,cellular,7,aug,4,-1,0,,12.45.23 PM,12.46.52,0.01.29,0
1171,63,retired,divorced,tertiary,0,0,0,0,cellular,13,may,1,181,2,success,9.29.50 AM,9.34.13,0.04.23,1
1172,32,manullgement,single,tertiary,0,0,0,0,cellular,29,aug,2,-1,0,,12.46.22 PM,12.50.37,0.04.15,0
1173,46,manullgement,married,tertiary,0,273,1,0,cellular,15,sep,1,105,3,failure,9.26.17 AM,9.58.59,0.32.42,1
1174,35,self-employed,married,secondary,0,0,0,0,cellular,12,aug,2,-1,0,,2.01.49 AM,2.02.53,0.01.04,0
1175,47,admin.,married,secondary,0,407,1,0,,5,jun,12,-1,0,,1.22.54 AM,1.24.01,0.01.07,0
1176,45,technician,married,tertiary,0,377,1,0,,19,jun,3,-1,0,,10.37.08 AM,10.51.03,0.13.55,1
1177,31,blue-collar,married,secondary,0,0,0,0,telephone,23,jul,1,-1,0,,2.54.16 AM,2.54.52,0.00.36,0
1178,32,services,single,secondary,0,-23,0,0,cellular,11,may,1,305,1,failure,1.53.58 AM,1.57.03,0.03.05,0
1179,34,services,married,secondary,0,0,1,0,,19,may,4,-1,0,,11.20.18 AM,11.22.13,0.01.55,0
1180,46,manullgement,married,tertiary,0,11385,0,0,cellular,24,mar,3,-1,0,,9.17.41 AM,9.22.10,0.04.29,1
1181,32,technician,single,tertiary,0,5514,0,0,cellular,22,apr,1,182,1,success,5.09.50 AM,5.15.09,0.05.19,1
1182,27,admin.,married,secondary,0,897,0,0,cellular,5,jun,1,-1,0,,10.51.08 AM,10.57.45,0.06.37,1
1183,31,manullgement,single,tertiary,0,533,0,0,telephone,12,may,1,90,10,success,3.25.51 AM,3.32.03,0.06.12,1
1184,31,blue-collar,married,secondary,0,335,1,0,,8,may,1,-1,0,,5.40.19 AM,5.44.05,0.03.46,0
1185,37,unemployed,married,secondary,0,4769,0,0,cellular,29,jan,1,-1,0,,12.39.36 PM,12.41.40,0.02.04,0
1186,29,blue-collar,married,secondary,0,2312,1,0,telephone,14,jul,3,-1,0,,1.10.59 AM,1.12.48,0.01.49,0
1187,29,blue-collar,married,secondary,0,1175,1,1,cellular,30,jul,4,-1,0,,3.47.09 AM,3.49.30,0.02.21,0
1188,45,services,married,secondary,0,-406,1,1,cellular,21,jul,2,-1,0,,12.29.18 PM,12.33.54,0.04.36,0
1189,57,admin.,married,secondary,0,403,1,0,cellular,18,may,1,340,2,other,3.04.08 AM,3.14.11,0.10.03,1
1190,39,technician,divorced,tertiary,1,3,0,0,cellular,6,may,1,-1,0,,2.32.42 AM,2.40.50,0.08.08,1
1191,26,student,single,secondary,0,8015,0,0,cellular,26,may,1,-1,0,,12.16.18 PM,12.18.07,0.01.49,0
1192,48,admin.,married,secondary,0,50,0,1,cellular,21,oct,1,-1,0,,1.15.46 AM,1.22.45,0.06.59,1
1193,54,manullgement,married,secondary,0,4080,0,0,,5,may,1,-1,0,,3.07.39 AM,3.09.59,0.02.20,0
1194,37,technician,married,tertiary,0,88,0,0,cellular,6,may,1,90,3,other,12.45.24 PM,12.48.39,0.03.15,1
1195,31,technician,married,secondary,0,1173,1,0,cellular,14,jul,3,-1,0,,5.07.31 AM,5.14.55,0.07.24,1
1196,39,manullgement,married,secondary,0,2198,0,0,,16,jun,1,-1,0,,1.17.45 AM,1.24.43,0.06.58,0
1197,35,technician,married,secondary,0,13,0,0,cellular,22,aug,2,-1,0,,4.07.52 AM,4.09.26,0.01.34,0
1198,35,self-employed,single,tertiary,0,4294,0,0,,26,jun,4,-1,0,,5.05.19 AM,5.14.08,0.08.49,0
1199,31,manullgement,married,tertiary,0,917,1,0,cellular,27,aug,9,-1,0,,3.33.48 AM,3.35.28,0.01.40,0
1200,57,admin.,married,secondary,0,4168,1,1,,16,may,1,-1,0,,4.06.03 AM,4.06.50,0.00.47,0
1201,41,manullgement,married,tertiary,0,2767,0,0,cellular,30,apr,1,-1,0,,11.45.19 AM,11.46.34,0.01.15,0
1202,55,admin.,married,secondary,0,139,0,0,cellular,30,apr,1,-1,0,,1.05.24 AM,1.09.25,0.04.01,1
1203,38,admin.,divorced,secondary,0,485,1,0,cellular,2,feb,1,-1,0,,2.06.35 AM,2.10.47,0.04.12,0
1204,32,blue-collar,single,secondary,0,226,1,0,,5,jun,5,-1,0,,4.55.18 AM,5.02.24,0.07.06,0
1205,39,manullgement,single,tertiary,0,11971,1,0,telephone,15,may,10,179,5,failure,10.18.56 AM,10.20.11,0.01.15,0
1206,42,technician,married,secondary,0,300,1,0,cellular,19,nov,1,-1,0,,2.35.16 AM,2.36.32,0.01.16,0
1207,75,retired,divorced,primary,0,37127,0,0,cellular,11,feb,1,-1,0,,2.44.12 AM,2.52.37,0.08.25,0
1208,48,manullgement,married,secondary,0,36686,0,0,cellular,30,apr,1,-1,0,,1.16.18 AM,1.21.13,0.04.55,0
1209,38,manullgement,married,tertiary,0,1722,1,0,cellular,10,jul,1,-1,0,,12.02.42 PM,12.11.02,0.08.20,1
1210,46,technician,single,tertiary,0,628,0,0,cellular,20,nov,5,-1,0,,11.18.46 AM,11.26.20,0.07.34,0
1211,35,self-employed,single,tertiary,0,353,0,0,cellular,11,feb,1,183,1,success,10.49.47 AM,10.55.39,0.05.52,1
1212,33,technician,single,tertiary,0,119,0,1,cellular,21,jul,3,-1,0,,3.54.34 AM,3.57.56,0.03.22,0
1213,45,services,married,secondary,0,-75,1,0,cellular,2,feb,1,252,1,failure,10.38.06 AM,10.40.20,0.02.14,0
1214,56,manullgement,married,tertiary,0,171,0,1,telephone,17,jul,2,-1,0,,3.34.05 AM,3.44.15,0.10.10,0
1215,36,manullgement,married,tertiary,0,255,0,0,cellular,25,aug,6,95,4,success,1.42.45 AM,1.46.47,0.04.02,1
1216,35,blue-collar,single,secondary,0,510,1,0,,16,may,6,-1,0,,4.12.31 AM,4.13.52,0.01.21,0
1217,41,blue-collar,married,secondary,0,2823,1,0,,14,may,1,-1,0,,12.41.34 PM,12.55.52,0.14.18,1
1218,52,blue-collar,married,primary,0,1524,0,0,cellular,3,jul,6,-1,0,,9.45.12 AM,10.01.59,0.16.47,1
1219,34,blue-collar,married,secondary,0,1454,1,0,cellular,11,feb,2,297,2,failure,10.44.06 AM,10.47.57,0.03.51,1
1220,31,blue-collar,married,secondary,0,1664,1,0,cellular,20,apr,1,182,1,success,3.20.25 AM,3.23.03,0.02.38,0
1221,64,self-employed,married,tertiary,0,661,0,0,cellular,21,dec,2,294,2,failure,1.45.54 AM,1.52.01,0.06.07,1
1222,46,manullgement,married,tertiary,0,0,0,0,cellular,3,mar,13,-1,0,,9.33.25 AM,9.38.30,0.05.05,1
1223,69,technician,married,tertiary,0,482,0,0,cellular,29,jul,1,267,1,failure,5.37.25 AM,5.45.23,0.07.58,1
1224,32,manullgement,married,tertiary,0,6138,0,0,cellular,29,jul,2,90,9,failure,10.40.51 AM,10.49.30,0.08.39,1
1225,44,manullgement,married,secondary,0,11972,0,0,,19,jun,1,-1,0,,5.38.15 AM,5.40.22,0.02.07,0
1226,57,manullgement,married,tertiary,0,334,1,0,cellular,15,may,2,365,2,failure,2.04.59 AM,2.07.48,0.02.49,0
1227,27,services,single,secondary,0,1347,0,0,telephone,28,dec,1,193,11,success,11.04.44 AM,11.18.28,0.13.44,1
1228,39,entrepreneur,divorced,secondary,0,-271,1,0,cellular,7,may,1,-1,0,,11.53.29 AM,12.00.15,0.06.46,0
1229,30,manullgement,married,secondary,0,503,1,0,cellular,2,feb,1,-1,0,,11.17.00 AM,11.18.36,0.01.36,0
1230,33,services,married,tertiary,0,570,0,0,cellular,25,may,1,-1,0,,2.19.17 AM,2.20.27,0.01.10,0
1231,42,manullgement,married,,0,849,1,0,cellular,8,oct,1,321,1,other,1.44.12 AM,1.55.19,0.11.07,1
1232,30,services,married,secondary,0,475,0,0,cellular,22,aug,5,-1,0,,10.55.33 AM,10.58.45,0.03.12,0
1233,31,technician,married,tertiary,0,120,0,0,cellular,8,aug,1,-1,0,,12.18.26 PM,12.35.06,0.16.40,1
